y_0,tau,C_nm,B_z_0,y_0_opt,tau_opt,C_nm_opt,B_z_0_opt,f_opt,random_seed,noise_level,num_repeat
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.30303036830285335,1.4168001993041586,1.6553471331582776,9.620309466259979,0.13710255268721297,0,0.011505374386874129,0
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.3041644072526227,1.405207228666714,1.7405362470451953,9.710828888124519,0.17050735096870048,1,0.011505374386874129,1
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.30211831074468276,1.4158645656537514,1.68294904532245,9.647078240481353,0.18067304263390274,2,0.011505374386874129,2
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.3034406423662468,1.4256722733789917,1.6549094568572915,9.630083916237167,0.2169970154956886,3,0.011505374386874129,3
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.3053735359720753,1.4118605943310611,1.7031176403974746,9.640282667519484,0.20355842370772606,4,0.011505374386874129,4
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.3060295734138966,1.404298038508459,1.6875379841338174,9.593951549947349,0.15117294317771474,5,0.011505374386874129,5
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.3052461285495986,1.418815587006965,1.7452992200418775,9.681565817145382,0.17708625726991709,6,0.011505374386874129,6
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.3050464771460492,1.4061138930207915,1.688736163908148,9.610315936246856,0.16542549429277612,7,0.011505374386874129,7
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.314712353294573,1.3988388286594755,1.7421788175759805,9.715923443313466,0.2140869821797693,8,0.011505374386874129,8
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.31324901048223125,1.4396758577210613,1.674359907773195,9.568925044180862,0.18960940578280427,9,0.011505374386874129,9
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.3097997545432945,1.4355034648879796,1.6685271083678517,9.649347575738075,0.15551154201331513,10,0.011505374386874129,10
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.3041927841204932,1.4132740540578435,1.7291872995465793,9.649999830580091,0.15324030202979377,11,0.011505374386874129,11
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.3077347658257852,1.4222747515050937,1.6992482646180163,9.595662264242643,0.15426749421718175,12,0.011505374386874129,12
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.29239653517675657,1.4122109737596058,1.6619622051967047,9.615444512967152,0.2039788813589764,13,0.011505374386874129,13
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.3081600076742716,1.4177843612001486,1.697616011875194,9.641403894302414,0.21570284513369073,14,0.011505374386874129,14
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.3067091751697966,1.4283541815519307,1.6873461202491924,9.60962129790703,0.18792160319956216,15,0.011505374386874129,15
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.30621805294685794,1.4398328135219916,1.6747782893491023,9.608689081084348,0.18120723606772984,16,0.011505374386874129,16
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.3237044714612392,1.3916324748585231,1.7567690083018503,9.742804138017966,0.20250567200881858,17,0.011505374386874129,17
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.29441529904225106,1.4360182341560122,1.680645639567117,9.60811136114229,0.15986337259227262,18,0.011505374386874129,18
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.30477373595304075,1.3930033971508848,1.7256719297777185,9.608504665149402,0.14225462214685153,19,0.011505374386874129,19
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.30215055353513587,1.4062453393518872,1.6864753060821285,9.616580626389425,0.19602168045515944,20,0.011505374386874129,20
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.3075816862966632,1.4292601954088868,1.683265609332372,9.64022415850369,0.192135624757164,21,0.011505374386874129,21
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.30687378424105327,1.4218891069841921,1.7055088039631976,9.663034823318588,0.22263993831711582,22,0.011505374386874129,22
0.30415744215107904,1.4223368468649837,1.6811902642017569,9.634233615491215,0.3082678566318953,1.4227856528742246,1.7042039878311874,9.683921272038253,0.1987361235490797,23,0.011505374386874129,23
