Year;DOY;millisecs;B;Bx;By;Bz;Btheta;Bphi;Vx;Vy;Vz;Np
2005;163;29763669;23.70;-13.54;18.36;6.31;15.47;126.41;-366.0;-54.8;-21.3;29.2
2005;163;29860927;23.57;-12.93;19.13;4.56;11.17;124.05;-368.4;-58.0;-14.7;27.9
2005;163;29958185;23.78;-14.08;18.54;4.80;11.64;127.23;-365.9;-56.8;-10.7;26.0
2005;163;30055441;23.52;-13.54;18.61;4.81;11.81;126.02;-367.8;-56.0;-9.5;27.2
2005;163;30154359;21.53;-12.12;16.83;5.59;15.07;125.77;-372.4;-43.2;-21.1;30.8
2005;163;30251615;20.85;-11.67;16.30;5.74;15.97;125.60;-376.0;-47.0;-10.9;35.1
2005;163;30348873;20.00;-10.97;15.48;6.30;18.37;125.33;-376.3;-46.8;-13.9;37.0
2005;163;30449029;20.20;-11.19;15.68;6.06;17.45;125.51;-376.1;-50.2;-12.5;37.8
2005;163;30548644;19.90;-11.02;15.64;5.44;15.87;125.16;-376.9;-49.2;-11.3;38.0
2005;163;30640644;19.47;-10.91;15.35;4.91;14.61;125.40;-377.9;-49.1;-11.4;38.8
2005;163;30740800;20.14;-11.19;15.36;6.52;18.93;126.07;-378.7;-46.0;-16.7;39.8
2005;163;30835158;20.43;-11.75;16.29;3.64;10.27;125.81;-377.7;-49.2;-7.0;38.0
2005;163;30933935;19.91;-11.23;15.72;4.78;13.90;125.53;-379.5;-47.2;-14.5;38.5
2005;163;31031890;19.34;-11.19;15.19;4.18;12.49;126.38;-379.1;-45.5;-9.0;43.4
2005;163;31126791;19.56;-12.00;14.93;3.87;11.43;128.80;-373.3;-39.9;-21.1;40.0
2005;163;31224187;19.64;-12.61;14.92;1.46;4.27;130.21;-376.1;-44.3;-4.8;38.7
2005;163;31319785;19.36;-11.59;15.31;2.12;6.29;127.15;-378.9;-46.4;2.8;40.2
2005;163;31418560;20.24;-12.09;15.42;4.99;14.28;128.08;-377.5;-43.9;-14.0;38.9
2005;163;31515958;20.40;-12.42;15.87;2.80;7.92;128.05;-378.2;-43.2;-4.9;35.7
2005;163;31611556;21.46;-13.16;16.49;2.96;7.99;128.60;-375.7;-45.2;-0.4;28.9
2005;163;31713513;21.87;-12.91;17.00;4.64;12.27;127.21;-373.5;-53.4;-19.9;31.0
2005;163;31804691;21.10;-12.41;15.98;5.69;15.72;127.83;-376.9;-49.8;-20.4;36.1
2005;163;31901949;21.31;-12.40;15.26;8.20;22.65;129.09;-373.9;-53.5;-27.4;31.7
2005;163;31999205;22.18;-13.10;15.93;8.01;21.23;129.44;-373.4;-53.2;-23.7;30.4
2005;163;32099361;23.21;-12.76;15.16;11.56;30.25;130.09;-377.3;-52.6;-33.5;29.0
2005;163;32195064;21.98;-11.70;16.56;7.47;20.21;125.24;-381.4;-61.1;-2.7;25.0
2005;163;32287796;22.02;-11.46;16.47;8.85;23.81;124.82;-383.8;-56.0;-16.1;23.4
2005;163;32392792;22.36;-11.36;15.55;11.30;30.40;126.16;-382.0;-53.3;-18.9;23.9
2005;163;32486835;22.09;-11.86;13.40;12.36;34.64;131.52;-387.5;-52.4;-13.9;21.0
2005;163;32591865;21.69;-11.28;10.75;14.72;43.37;136.39;-394.7;-22.2;-52.0;22.2
2005;163;32679865;21.45;-11.70;11.53;13.74;39.92;135.43;-383.1;-36.4;-29.9;23.2
2005;163;32779480;21.67;-13.07;7.26;15.63;46.27;150.95;-389.7;-18.8;-39.2;21.5
2005;163;32874377;20.86;-12.47;7.25;14.87;45.87;149.84;-385.7;-19.9;-37.4;23.3
2005;163;32974675;20.78;-12.46;12.34;10.82;31.66;135.28;-382.6;-33.2;-34.1;24.4
2005;163;33074972;20.74;-11.29;11.88;12.61;37.59;133.54;-397.8;-33.2;-7.5;20.6
2005;163;33169156;20.18;-8.16;14.59;10.71;32.63;119.21;-392.5;-43.4;4.8;24.6
2005;163;33272663;20.75;-3.40;18.58;7.84;22.54;100.37;-412.9;-60.2;14.3;26.3
2005;163;33371300;20.77;-2.85;18.35;8.74;25.21;98.84;-410.7;-47.6;-14.2;23.2
2005;163;33470902;20.89;0.28;19.73;6.06;17.08;89.20;-427.2;-60.5;2.2;15.8
2005;163;33556015;20.94;-7.42;15.58;8.99;27.53;115.47;-420.7;-59.2;-29.9;23.0
2005;163;33653992;21.51;-8.09;14.70;12.39;36.45;118.83;-407.8;-57.6;-31.3;22.3
2005;163;33746796;21.01;-8.12;16.36;9.95;28.59;116.39;-400.4;-66.1;-1.5;23.4
2005;163;33849953;19.41;-7.14;15.43;9.18;28.37;114.84;-406.9;-56.2;-18.5;23.9
2005;163;33921703;19.71;-6.57;17.26;6.40;19.11;110.84;NaN;NaN;NaN;NaN
2005;163;34044644;21.26;-9.47;18.41;4.73;12.86;117.22;-399.2;-64.3;12.0;22.1
2005;163;34141867;21.69;-9.39;18.85;5.07;13.53;116.46;-397.9;-69.4;17.3;20.8
2005;163;34239843;21.71;-10.31;18.29;5.37;14.36;119.41;-397.4;-73.9;8.5;24.0
2005;163;34344699;21.15;-4.84;20.31;2.00;5.46;103.42;-416.9;-73.1;26.0;23.5
2005;163;34433636;21.19;-6.16;20.20;1.05;2.84;106.96;-409.3;-75.5;47.3;24.4
2005;163;34536867;20.85;-6.44;19.79;0.74;2.04;108.01;-410.1;-71.0;29.3;24.3
2005;163;34630402;20.86;-4.99;19.81;-1.78;-4.99;104.15;-418.1;-66.3;46.5;23.9
2005;163;34717917;20.20;-13.95;3.77;12.20;40.18;164.88;-376.5;0.3;-37.4;17.3
2005;163;34822667;20.84;-14.79;-1.82;14.48;44.18;187.03;-369.2;24.8;-47.0;21.8
2005;163;34913812;21.72;-15.55;-1.93;14.95;43.66;187.07;-373.0;14.6;-40.6;17.4
2005;163;35013425;21.34;-15.38;-2.24;14.43;42.88;188.29;-378.9;22.6;-28.8;18.1
2005;163;35113859;21.17;-12.71;-7.94;14.63;44.31;211.99;-394.1;67.7;-18.4;17.4
2005;163;35199503;21.37;-14.26;-1.20;15.18;46.70;184.83;-378.1;-2.3;-36.5;20.3
2005;163;35311957;21.15;-15.97;2.39;13.60;40.11;171.49;-387.4;1.4;-19.8;18.3
2005;163;35403136;21.83;-16.38;1.91;14.22;40.77;173.36;-384.6;12.4;-18.6;17.7
2005;163;35498875;21.90;-17.19;2.88;13.19;37.13;170.49;-383.4;13.7;-15.3;17.4
2005;163;35594613;21.92;-17.67;3.14;12.56;34.99;169.93;-381.8;12.0;-14.3;17.7
2005;163;35691867;22.24;-17.62;2.97;13.22;36.49;170.43;-381.1;15.0;-14.0;17.4
2005;163;35789125;22.25;-18.07;2.20;12.76;35.03;173.06;-385.3;15.9;-25.6;16.6
2005;163;35886382;22.45;-18.39;2.89;12.55;33.99;171.08;-382.8;18.9;-13.4;15.2
2005;163;35986679;22.07;-18.30;2.34;12.00;33.04;172.71;-378.2;15.3;-10.0;17.5
2005;163;36089332;21.59;-17.94;2.08;11.78;33.12;173.37;-379.9;23.2;-2.5;19.4
2005;163;36181195;21.74;-17.68;3.55;12.12;33.90;168.64;-380.2;14.0;-17.8;17.7
2005;163;36287566;21.87;-17.32;5.68;12.04;33.46;161.84;-383.9;-3.0;-14.4;18.3
2005;163;36384144;21.75;-17.45;7.03;10.86;29.99;158.07;-384.6;-13.2;-1.4;19.3
2005;163;36475320;21.64;-16.74;7.76;11.08;30.99;155.13;-382.4;3.5;-12.9;19.9
2005;163;36568007;21.70;-16.74;10.48;8.77;23.95;147.95;-380.4;-33.7;2.2;17.7
2005;163;36667585;21.59;-16.60;11.20;7.98;21.73;145.99;-372.0;-21.8;-20.8;17.9
2005;163;36772265;21.41;-16.98;10.76;6.81;18.72;147.63;-372.6;-30.0;8.1;20.7
2005;163;36869730;20.06;-13.90;2.52;13.32;43.32;169.71;-384.5;45.7;-42.3;17.9
2005;163;36965328;19.71;-13.89;3.18;13.28;42.99;167.12;-385.8;26.4;-29.8;17.1
2005;163;37056507;18.69;-13.91;1.84;12.31;41.25;172.46;-377.6;16.5;-27.7;23.0
2005;163;37153695;19.68;-14.05;6.81;10.64;34.28;154.12;-380.9;-13.6;-10.9;21.5
2005;163;37254898;20.07;-14.63;10.58;5.43;16.74;144.13;-360.3;-8.7;-12.7;19.4
2005;163;37369625;18.83;-9.30;13.70;4.20;14.25;124.17;-415.3;-73.9;41.7;31.4
2005;163;37454582;19.20;-9.99;11.22;11.58;37.62;131.68;-401.4;-29.2;-23.4;25.2
2005;163;37555089;21.99;-10.40;14.36;10.20;29.91;125.92;-413.6;-18.1;-31.2;23.6
2005;163;37646199;24.04;-13.00;19.72;4.09;9.83;123.40;-424.8;-31.3;44.5;14.6
2005;163;37743457;25.56;-13.85;20.22;6.81;15.53;124.41;-422.7;-44.9;33.0;12.3
2005;163;37840714;26.08;-14.02;20.36;8.31;18.58;124.55;-424.4;-18.1;42.1;13.9
2005;163;37937972;26.01;-14.06;20.14;8.34;18.75;124.93;-437.3;-30.2;35.6;10.2
2005;163;38035226;26.05;-14.77;19.49;8.91;20.01;127.14;-427.2;-25.0;38.7;12.6
2005;163;38129480;26.20;-14.74;19.60;9.22;20.59;126.94;-429.2;-19.3;33.2;12.5
2005;163;38226703;26.12;-14.67;19.60;9.08;20.35;126.82;-430.0;-24.0;31.1;12.5
2005;163;38323960;25.91;-14.28;19.63;8.96;20.27;126.05;-430.0;-25.6;26.3;12.8
2005;163;38427296;26.41;-14.44;17.25;13.75;31.45;129.93;-428.9;-18.4;15.9;11.2
2005;163;38519230;26.26;-14.93;17.28;12.87;29.41;130.82;-425.3;-31.0;22.1;11.8
2005;163;38615730;26.19;-13.75;18.35;12.63;28.86;126.85;-438.9;-33.3;29.0;11.2
2005;163;38712988;26.18;-14.95;17.24;12.82;29.33;130.93;-427.6;-21.2;26.9;12.0
2005;163;38810246;26.20;-15.07;16.98;13.06;29.91;131.58;-429.4;-20.2;25.1;12.0
2005;163;38907503;26.06;-14.84;17.49;12.36;28.32;130.32;-430.1;-24.2;24.8;11.8
2005;163;39004761;25.96;-15.13;17.67;11.50;26.31;130.58;-426.3;-26.1;31.5;12.8
2005;163;39102019;25.94;-15.30;17.84;10.98;25.04;130.61;-425.5;-24.6;33.1;12.8
2005;163;39199273;25.95;-15.12;17.09;12.35;28.42;131.49;-426.8;-19.5;24.4;12.5
2005;163;39296531;26.02;-15.62;17.43;11.34;25.84;131.85;-427.0;-23.7;27.3;11.9
2005;163;39402906;26.06;-16.19;17.90;9.81;22.13;132.13;-423.3;-27.7;28.2;12.0
2005;163;39494839;25.98;-15.98;18.56;8.61;19.37;130.72;-424.3;-35.0;36.7;12.2
2005;163;39591343;25.91;-15.63;19.39;7.06;15.82;128.86;-426.9;-29.2;42.6;12.7
2005;163;39688601;25.82;-14.71;20.59;5.11;11.42;125.55;-430.9;-35.6;54.7;12.9
2005;163;39785855;26.39;-14.22;21.49;5.25;11.51;123.49;-441.4;-28.1;40.0;10.7
2005;163;39876281;26.48;-14.76;21.04;5.56;12.21;125.04;-425.9;-26.4;50.2;13.3
2005;163;39986449;26.02;-14.10;18.18;12.01;27.56;127.80;-433.6;-16.9;16.8;11.2
2005;163;40074484;26.24;-14.36;19.15;9.59;21.84;126.88;-434.0;-8.8;10.3;11.9
2005;163;40174886;26.37;-14.32;20.05;8.85;19.76;125.54;-437.1;-24.6;4.6;10.6
2005;163;40276632;25.19;-12.25;21.02;6.21;14.31;120.23;-453.3;-16.0;17.8;13.2
2005;163;40376890;25.35;-13.11;20.93;4.35;9.99;122.06;-443.7;-15.7;20.8;14.1
2005;163;40474253;25.35;-13.13;21.63;0.00;0.01;121.26;-448.8;-30.7;72.1;13.2
2005;163;40568367;25.40;-12.81;21.83;1.92;4.33;120.40;-448.4;-16.1;43.8;12.9
2005;163;40661207;25.64;-12.97;22.04;1.14;2.54;120.47;-448.0;-18.7;50.0;13.9
2005;163;40762988;25.67;-11.28;23.01;-0.81;-1.80;116.11;-452.2;-44.5;44.6;13.6
2005;163;40861660;25.51;-10.64;22.22;-5.49;-12.56;115.58;-458.5;-48.6;104.1;11.2
2005;163;40957535;25.34;-10.75;21.09;-8.87;-20.55;117.00;-452.3;-12.6;85.8;12.9
2005;163;41059316;24.95;-11.72;20.72;1.59;3.83;119.51;-465.3;-41.8;46.6;15.6
2005;163;41147457;24.47;-13.33;19.40;6.23;14.82;124.49;-449.4;-17.0;32.7;12.3
2005;163;41244749;24.03;-13.82;16.89;9.84;24.27;129.28;-437.0;-40.6;34.8;14.3
2005;163;41351089;24.29;-14.04;16.91;9.69;23.80;129.71;-448.4;-50.5;62.4;13.0
2005;163;41442304;24.77;-14.80;15.43;12.49;30.29;133.81;-444.2;-18.5;10.6;12.7
2005;163;41538003;23.84;-12.87;19.17;5.27;12.86;123.87;-452.4;-45.0;57.6;14.2
2005;163;41630703;23.98;-14.06;17.82;7.19;17.58;128.28;-443.2;-29.1;25.8;13.1
2005;163;41727960;23.51;-12.49;19.62;3.14;7.68;122.48;-447.6;-28.8;38.3;14.9
2005;163;41825218;23.36;-12.36;19.51;3.09;7.62;122.35;-448.5;-33.7;37.5;14.9
2005;163;41922476;23.65;-15.06;17.52;4.95;12.10;130.69;-441.9;-26.1;28.4;14.9
2005;163;42019769;23.47;-13.87;18.53;3.68;9.03;126.81;-440.0;-23.5;45.4;15.1
2005;163;42116988;23.36;-14.66;17.74;3.89;9.59;129.57;-436.2;-23.3;30.9;14.7
2005;163;42214246;23.18;-13.75;18.39;2.98;7.39;126.79;-437.4;-25.9;41.8;14.6
2005;163;42319101;23.76;-14.42;18.59;3.16;7.65;127.79;-438.4;-11.1;42.6;13.8
2005;163;42411835;23.93;-14.66;18.52;3.70;8.89;128.35;-441.4;-13.9;46.0;12.5
2005;163;42511332;23.90;-13.46;19.54;2.50;6.02;124.57;-450.7;-26.6;29.5;13.2
2005;163;42607730;23.81;-12.04;20.39;1.65;3.98;120.57;-449.0;-16.6;23.5;13.7
2005;163;42706644;23.45;-12.16;19.86;-0.78;-1.91;121.48;-441.4;-16.2;45.3;14.2
2005;163;42805281;23.58;-12.97;19.67;-0.55;-1.34;123.39;-441.3;-14.3;50.2;14.4
2005;163;42898121;23.81;-14.12;19.05;-0.09;-0.23;126.55;-436.5;-10.3;51.1;13.1
2005;163;43007394;23.75;-9.51;20.81;-5.42;-13.33;114.55;-470.9;-60.9;82.4;11.6
2005;163;43092601;22.97;-9.93;19.27;-2.49;-6.55;117.27;-461.9;-18.6;45.0;10.7
2005;163;43194312;22.68;-11.82;18.92;1.05;2.70;121.99;-442.7;-5.6;9.9;15.0
2005;163;43298503;22.83;-10.03;19.98;-3.19;-8.12;116.64;-456.4;3.4;51.2;12.0
2005;163;43387480;22.79;-6.43;20.82;-5.79;-14.89;107.15;-472.0;-7.0;89.4;16.8
2005;163;43472546;22.61;-10.19;18.84;-6.05;-15.77;118.41;-438.2;0.4;78.6;13.1
2005;163;43583515;21.54;-8.89;14.17;-13.32;-38.53;122.12;-453.2;38.3;109.5;12.2
2005;163;43685226;21.56;-10.91;13.06;-11.31;-33.61;129.89;-457.5;46.5;118.0;14.7
2005;163;43770503;21.31;-16.70;6.70;10.17;29.48;158.15;-405.8;98.8;-38.6;15.0
2005;163;43863828;21.44;-14.19;12.62;-0.93;-2.80;138.35;-420.5;34.0;66.2;14.7
2005;163;43978621;20.80;-9.74;15.83;-6.61;-19.58;121.59;-442.0;30.5;100.2;14.3
2005;163;44064417;20.80;-8.06;14.94;-10.66;-32.12;118.35;-450.7;27.8;109.8;14.6
2005;163;44171582;20.41;-8.84;17.97;-1.75;-5.00;116.20;-451.8;-0.2;48.8;13.3
2005;163;44268874;21.52;-10.08;17.93;-4.68;-12.81;119.35;-452.0;32.7;48.3;10.6
2005;163;44369925;20.67;-4.92;17.98;-7.92;-23.01;105.30;-458.6;27.6;33.5;15.1
2005;163;44444261;21.23;-9.13;17.25;-8.31;-23.08;117.91;-438.8;-4.7;60.0;17.8
2005;163;44550773;20.60;-2.57;9.27;-17.98;-61.85;105.51;-465.5;18.2;99.9;15.7
2005;163;44647960;20.51;-5.96;13.41;-13.54;-42.70;113.97;-445.6;6.5;79.8;13.7
2005;163;44750425;19.98;-4.66;15.95;-9.39;-29.47;106.28;-454.9;4.2;29.6;13.8
2005;163;44847859;20.04;-4.77;16.35;-9.97;-30.34;106.25;-449.4;6.4;44.7;13.2
2005;163;44946636;20.07;-3.51;17.25;-9.45;-28.21;101.51;-455.7;4.2;47.4;14.4
2005;163;45043890;20.43;2.64;17.72;-9.38;-27.62;81.52;-485.6;2.4;37.2;15.7
2005;163;45131996;20.31;0.03;16.14;-10.74;-33.64;89.88;-455.9;1.4;45.7;14.8
2005;163;45242128;20.60;-3.07;14.53;-14.17;-43.65;101.93;-460.1;6.9;52.7;13.9
2005;163;45326511;19.90;-3.21;13.63;-13.98;-44.96;103.26;-458.0;6.4;42.9;14.0
2005;163;45428328;19.86;-5.20;14.55;-11.16;-35.84;109.67;-454.4;4.6;53.8;15.1
2005;163;45530144;20.50;-5.16;13.96;-13.70;-42.64;110.29;-459.7;5.3;47.2;14.6
2005;163;45622875;20.44;-5.41;13.52;-14.05;-43.98;111.80;-460.2;18.6;70.1;14.1
2005;163;45724656;20.44;-5.33;15.41;-12.15;-36.69;109.07;-460.0;12.0;60.3;13.1
2005;163;45817355;19.91;-8.01;14.33;-11.20;-34.30;119.19;-450.3;-1.6;53.3;15.6
2005;163;45920691;19.95;-5.62;15.89;-10.57;-32.09;109.48;-463.2;-1.5;59.4;15.4
2005;163;46007312;20.38;-7.00;17.14;-8.14;-23.72;112.23;-456.0;-1.1;51.0;14.4
2005;163;46108988;20.82;-9.99;18.08;-1.74;-4.81;118.93;-453.6;-12.8;46.1;13.6
2005;163;46216167;20.76;-10.27;17.62;-3.01;-8.39;120.22;-452.4;-16.2;64.5;14.0
2005;163;46303500;20.84;-10.62;17.83;-1.24;-3.43;120.78;-452.7;-13.0;47.8;12.5
2005;163;46399378;21.06;-11.85;17.23;1.61;4.42;124.51;-450.0;-14.3;19.0;13.4
2005;163;46501914;21.15;-12.20;16.19;4.19;11.68;127.00;-449.1;6.7;18.6;14.3
2005;163;46584636;21.24;-12.81;15.62;6.19;17.03;129.35;-442.4;-3.2;-7.1;11.7
2005;163;46691152;21.22;-12.29;16.74;3.94;10.73;126.29;-448.6;-12.8;19.9;13.8
2005;163;46788445;21.11;-12.65;16.12;4.95;13.59;128.12;-440.1;-0.6;5.0;13.7
2005;163;46885667;21.03;-12.93;16.18;3.00;8.23;128.63;-439.8;0.7;0.9;13.1
2005;163;46992039;20.92;-10.91;16.77;4.74;13.32;123.04;-468.1;-19.1;37.4;13.5
2005;163;47073996;20.89;-12.28;15.14;7.01;19.77;129.06;-445.0;-2.2;8.2;15.4
2005;163;47189593;20.40;-8.53;15.11;-3.61;-11.74;119.44;-469.8;12.8;79.4;17.4
2005;163;47286066;19.12;-2.43;11.50;-14.85;-51.63;101.92;-480.1;-0.0;74.3;14.6
2005;163;47371988;18.85;0.19;7.95;-16.85;-64.73;88.66;-471.9;8.8;64.2;14.6
2005;163;47471464;18.18;-8.75;9.76;0.05;0.23;131.88;-486.9;34.4;44.3;12.3
2005;163;47554203;19.29;-13.02;12.45;6.62;20.17;136.28;-446.2;1.8;-11.8;14.7
2005;163;47668281;18.62;-5.16;14.18;-9.43;-32.00;109.99;-448.4;26.9;27.2;16.2
2005;163;47767058;19.02;-3.59;13.27;-7.52;-28.68;105.13;-464.2;14.9;-2.8;11.6
2005;163;47851359;19.06;-10.58;15.46;2.73;8.28;124.40;-454.9;-14.5;11.7;13.2
2005;163;47960773;19.83;-8.30;17.68;-2.99;-8.71;115.15;-482.4;-59.4;66.5;11.4
2005;163;48040597;19.79;-10.45;16.60;-0.97;-2.83;122.19;-453.5;-10.0;27.4;13.6
2005;163;48159125;19.31;-11.45;15.33;2.38;7.10;126.77;-450.6;-25.6;9.3;15.0
2005;163;48256417;19.20;-1.05;16.54;-9.24;-29.14;93.62;-498.1;1.6;66.5;15.4
2005;163;48333746;19.62;-2.81;17.80;-7.59;-22.86;98.98;-484.1;-10.2;57.5;13.6
2005;163;48443335;19.83;1.62;14.14;-13.52;-43.53;83.48;-489.0;7.4;67.5;11.6
2005;163;48626390;20.41;4.15;12.74;-15.37;-48.92;71.96;-501.2;18.8;68.7;12.4
2005;163;48736625;20.18;5.77;9.88;-16.52;-55.29;59.72;-510.8;28.8;77.4;13.1
2005;163;48825703;20.31;3.35;12.96;-14.07;-46.44;75.52;NaN;NaN;NaN;NaN
2005;163;48917703;20.78;-3.56;11.71;-16.58;-53.56;106.90;NaN;NaN;NaN;NaN
2005;163;49026878;21.49;-1.58;13.11;-16.24;-50.88;96.85;-469.9;65.1;75.8;13.3
2005;163;49131734;21.30;0.74;18.65;-10.11;-28.43;87.74;-483.3;4.0;31.7;13.5
2005;163;49219871;21.13;0.38;19.87;-6.95;-19.28;88.89;-484.1;2.5;33.1;12.1
2005;163;49314089;20.74;2.74;19.48;-6.11;-17.26;81.98;-483.3;-1.2;30.1;12.4
2005;163;49413550;20.81;2.47;18.69;-8.66;-24.68;82.48;-490.6;2.1;27.6;12.6
2005;163;49509984;20.51;-0.23;17.44;-9.61;-28.86;90.74;-471.8;47.0;14.0;17.6
2005;163;49608867;20.06;-4.31;17.39;-8.66;-25.80;103.92;-471.8;2.1;38.4;12.6
2005;163;49707644;20.01;-2.83;18.85;-6.01;-17.51;98.54;-481.6;-1.4;14.9;14.4
2005;163;49808660;20.00;-2.36;18.85;-6.07;-17.73;97.13;-483.1;19.3;21.6;15.1
2005;163;49900671;19.90;-1.83;19.04;-4.88;-14.30;95.51;-486.4;-7.8;20.5;15.0
2005;163;50000132;19.97;-3.64;19.05;-4.22;-12.29;100.82;-474.7;-6.5;13.9;13.0
2005;163;50108722;20.62;-1.57;20.13;3.36;9.44;94.45;-471.8;5.6;-9.9;12.0
2005;163;50193789;20.58;-1.23;20.31;-1.13;-3.17;93.47;-475.0;-27.6;14.8;12.9
2005;163;50289562;20.44;-1.05;19.87;-3.86;-10.98;93.02;-489.2;17.4;23.3;12.9
2005;163;50389175;20.00;2.19;15.80;-10.89;-34.31;82.11;-489.3;0.3;40.1;15.4
2005;163;50482695;19.16;5.04;11.57;-14.34;-48.65;66.45;-504.4;23.8;55.6;12.0
2005;163;50587410;19.39;2.96;14.20;-11.01;-37.19;78.22;-519.9;15.9;20.0;10.8
2005;163;50674171;19.60;-2.83;18.72;-4.69;-13.92;98.60;-481.7;14.0;37.4;12.5
2005;163;50772914;19.17;-5.04;18.19;-1.73;-5.24;105.48;-474.2;-3.6;12.1;10.6
2005;163;50872410;18.98;-8.35;16.66;-0.42;-1.29;116.61;-473.2;-27.6;26.8;12.0
2005;163;50961246;18.67;-13.56;10.45;6.04;19.44;142.36;-423.3;55.6;2.9;11.3
2005;163;51078394;18.26;-10.75;8.89;11.42;39.31;140.41;-464.6;43.6;-38.9;10.7
2005;163;51164875;18.51;-10.93;8.16;12.49;42.49;143.26;-457.3;18.5;-34.9;12.1
2005;163;51257714;18.78;-10.96;8.01;12.95;43.65;143.86;-453.3;16.9;-26.6;12.5
2005;163;51353312;18.64;-11.72;8.99;11.25;37.29;142.50;-452.2;16.5;-14.8;12.3
2005;163;51452230;18.55;-11.96;8.28;11.46;38.22;145.32;-457.7;20.4;-17.5;13.8
2005;163;51553906;18.65;-13.35;9.13;9.11;29.40;145.64;-458.6;21.3;-21.3;12.8
2005;163;51646601;19.12;-15.52;9.83;4.85;14.79;147.64;-456.3;27.5;2.4;11.3
2005;163;51740820;19.33;-16.97;8.83;2.71;8.05;152.52;-450.0;31.3;13.9;11.3
2005;163;51838078;19.51;-16.48;10.09;1.92;5.68;148.53;-456.1;28.7;16.4;11.0
2005;163;51944453;19.36;-16.22;7.56;7.25;22.05;155.02;-459.7;40.3;-3.2;11.0
2005;163;52048628;18.68;-15.88;7.27;6.54;20.54;155.41;-453.4;31.4;10.0;13.3
2005;163;52136312;18.54;-15.00;6.67;8.52;27.44;156.01;-458.3;23.2;0.5;12.8
2005;163;52227621;18.93;-15.49;6.86;8.43;26.44;156.10;-449.6;71.1;9.2;9.8
2005;163;52324363;18.90;-15.80;5.75;8.31;26.30;159.99;-450.4;33.1;-1.7;12.1
2005;163;52421656;17.89;-14.41;4.12;9.62;32.70;164.03;-450.9;40.7;-6.8;12.5
2005;163;52514460;17.81;-15.72;4.40;6.84;22.74;164.37;-437.7;41.3;16.1;12.1
2005;163;52632171;19.24;-14.14;8.44;9.08;28.87;149.16;-477.2;31.4;11.7;9.1
2005;163;52719472;19.39;-14.03;10.99;7.21;22.01;141.93;-465.0;32.3;12.4;10.8
2005;163;52813687;18.43;-12.59;10.42;6.67;22.20;140.38;-461.5;27.0;3.8;9.9
2005;163;52924761;11.37;3.55;5.71;-7.73;-48.99;58.13;-534.5;48.4;77.5;17.9
2005;163;53029511;9.82;4.10;1.95;-8.00;-60.44;25.41;-543.5;55.1;81.6;19.3
2005;163;53119312;9.48;4.69;1.07;-8.00;-59.01;12.88;-546.3;65.6;88.5;20.0
2005;163;53207453;10.20;5.27;0.51;-8.56;-58.26;5.49;-547.1;59.9;97.5;18.8
2005;163;53301671;8.86;4.31;0.07;-7.21;-59.12;0.98;-536.6;57.6;72.2;18.6
2005;163;53405039;7.89;2.47;-1.38;-7.14;-68.37;330.85;-536.3;82.3;86.3;18.7
2005;163;53500601;8.95;4.03;-0.08;-7.45;-61.56;358.83;-530.4;66.8;73.0;17.1
2005;163;53594925;14.54;6.13;0.08;-12.96;-64.69;0.79;-510.2;53.7;58.6;15.9
2005;163;53693738;15.66;6.91;-2.33;-13.62;-61.83;341.39;-501.1;77.1;58.3;19.2
2005;163;53794753;16.14;5.05;-4.88;-14.28;-63.83;315.99;-504.8;56.4;43.3;15.9
2005;163;53892011;14.83;3.73;-6.75;-12.04;-57.35;298.96;-514.6;60.4;47.4;16.4
2005;163;53999042;14.77;6.65;-5.46;-11.93;-54.18;320.61;-502.3;76.0;42.7;17.4
2005;163;54089492;16.84;6.40;-6.21;-14.06;-57.61;315.87;-509.4;56.4;47.8;14.4
2005;163;54182191;19.66;8.74;-6.87;-16.12;-55.42;321.83;-517.9;67.4;45.6;14.4
2005;163;54278660;19.43;8.73;-6.83;-15.39;-54.24;321.96;-517.5;49.8;43.3;16.5
2005;163;54375917;21.29;10.91;-4.81;-17.52;-55.75;336.21;-512.3;64.4;48.1;16.8
2005;163;54474035;21.71;11.99;-7.25;-16.55;-49.74;328.85;-516.4;72.5;33.3;15.0
2005;163;54568250;21.78;12.44;-6.41;-16.67;-50.00;332.73;-518.3;56.2;38.8;16.3
2005;163;54665507;21.74;12.06;-5.83;-17.10;-51.93;334.22;-518.4;61.8;31.6;15.6
2005;163;54761906;21.57;11.07;-5.62;-17.62;-54.82;333.08;-512.5;64.3;44.7;13.7
2005;163;54863062;21.25;11.49;-5.18;-17.00;-53.44;335.72;-518.5;66.7;34.1;14.1
2005;163;54972421;19.71;7.14;-7.16;-16.73;-58.86;314.90;-533.1;68.1;54.0;17.8
2005;163;55057519;20.24;9.68;-5.95;-16.73;-55.83;328.42;-515.1;73.6;50.0;16.9
2005;163;55147894;21.05;8.84;-6.46;-17.94;-58.60;323.86;-512.8;63.7;45.9;15.5
2005;163;55248191;20.91;8.67;-5.65;-18.12;-60.26;326.93;-514.1;58.0;49.0;15.5
2005;163;55345449;20.43;7.49;-5.08;-18.30;-63.70;325.86;-510.7;65.3;43.5;17.0
2005;163;55442707;21.17;7.85;-4.80;-19.03;-64.19;328.53;-510.7;62.1;47.3;15.5
2005;163;55539964;21.47;8.54;-5.11;-19.02;-62.37;329.11;-509.7;62.7;42.7;16.7
