Year;DOY;millisecs;B;Bx;By;Bz;Btheta;Bphi;Vx;Vy;Vz;Np
2005;163;81405679;15.62;1.11;3.88;-14.96;-74.89;74.04;-483.4;40.4;-29.7;7.6
2005;163;81504421;15.69;1.40;5.64;-14.56;-68.24;76.05;-481.0;41.9;-22.2;6.3
2005;163;81602515;15.69;1.27;5.15;-14.76;-70.24;76.12;-482.5;42.5;-27.6;6.0
2005;163;81698968;15.72;1.35;4.46;-15.01;-72.73;73.12;-482.1;47.0;-19.3;5.1
2005;163;81796226;15.68;1.05;5.12;-14.78;-70.53;78.44;-486.3;45.6;-18.8;5.9
2005;163;81893453;15.62;0.76;5.49;-14.60;-69.21;82.16;-484.7;43.2;-15.4;5.7
2005;163;81945700;15.70;0.75;5.50;-14.68;-69.28;82.26;NaN;NaN;NaN;NaN
2005;163;82086445;15.53;0.25;5.56;-14.48;-68.97;87.37;-481.0;52.4;-4.6;6.5
2005;163;82197382;15.41;0.00;6.02;-14.18;-67.02;89.98;-480.1;43.6;-10.5;6.3
2005;163;82283999;15.47;-0.14;6.67;-13.95;-64.43;91.18;-480.1;47.3;-12.2;5.7
2005;163;82379734;15.53;-0.39;7.03;-13.83;-63.02;93.16;-481.0;42.4;-12.9;5.7
2005;163;82475468;15.59;-0.44;6.83;-14.01;-63.95;93.71;-481.5;46.3;4.8;4.3
2005;163;82574250;15.57;-0.95;7.49;-13.60;-60.97;97.21;-471.1;32.5;-0.2;3.8
2005;163;82671507;15.61;-0.96;7.69;-13.53;-60.19;97.09;-474.4;33.6;-3.5;4.1
2005;163;82768765;15.59;-1.09;8.26;-13.17;-57.68;97.53;-473.2;26.3;4.1;2.5
2005;163;82866023;15.61;-1.92;8.59;-12.85;-55.58;102.62;-471.8;30.5;-8.4;2.5
2005;163;82963281;15.77;-1.07;8.31;-13.36;-57.91;97.34;-470.2;29.7;-7.8;2.3
2005;163;83060539;15.73;-1.40;7.20;-13.91;-62.21;101.04;-472.7;31.5;-2.5;2.3
2005;163;83169953;15.74;-1.10;7.50;-13.79;-61.20;98.31;-468.2;36.7;-4.0;2.0
2005;163;83258093;15.74;-0.50;7.61;-13.77;-61.02;93.76;-471.9;34.1;-8.5;1.9
2005;163;83349296;15.81;-0.41;7.37;-13.98;-62.16;93.14;-473.1;49.1;-18.6;1.7
2005;163;83448039;15.85;-0.44;7.36;-14.03;-62.27;93.44;-480.6;53.6;-0.7;1.9
2005;163;83540742;15.83;-0.52;7.45;-13.95;-61.84;93.96;-473.5;45.3;-14.6;1.8
2005;163;83644078;15.81;-0.94;7.64;-13.80;-60.85;97.03;-474.5;31.5;-13.4;1.7
2005;163;83742171;15.81;-0.86;7.63;-13.81;-60.94;96.44;-469.6;33.1;-13.9;1.7
2005;163;83838593;15.82;-0.77;7.57;-13.87;-61.26;95.77;-472.4;32.9;-12.8;1.8
2005;163;83935851;15.81;-1.07;7.78;-13.72;-60.20;97.81;-472.1;33.8;-10.5;1.7
2005;163;84033109;15.81;-1.23;7.93;-13.61;-59.48;98.85;-470.0;31.9;-11.1;2.1
2005;163;84142523;15.81;-0.39;7.84;-13.72;-60.23;92.85;-471.5;31.6;-5.9;1.9
2005;163;84227617;15.82;-0.93;8.12;-13.55;-58.91;96.52;-470.6;32.7;-10.2;2.1
2005;163;84324875;15.81;-1.13;8.53;-13.26;-57.02;97.54;-470.7;31.4;-8.5;2.0
2005;163;84420609;15.78;-0.80;8.99;-12.95;-55.13;95.07;-467.5;41.0;6.5;2.1
2005;163;84517867;15.76;-0.67;9.02;-12.90;-54.96;94.26;-465.5;28.4;-0.2;2.0
2005;163;84615124;15.75;-0.27;8.85;-13.02;-55.79;91.72;-465.9;39.7;-4.2;2.1
2005;163;84712382;15.73;-0.57;8.99;-12.89;-55.05;93.62;-467.2;43.1;4.5;1.9
2005;163;84809640;15.75;-0.78;9.47;-12.55;-52.87;94.73;-466.1;29.3;4.4;2.3
2005;163;84906898;15.78;-1.03;8.09;-13.50;-58.87;97.28;-466.6;44.7;0.6;2.1
2005;163;85006515;15.79;-1.18;8.01;-13.55;-59.13;98.38;-464.2;45.1;-8.0;2.1
2005;163;85115929;15.78;-1.20;8.45;-13.27;-57.25;98.05;-462.6;34.7;-7.6;2.0
2005;163;85204749;15.77;-0.94;8.56;-13.20;-56.88;96.28;-467.3;45.6;2.4;2.1
2005;163;85297476;15.75;-1.11;8.53;-13.19;-56.89;97.44;-472.9;36.0;-4.2;2.2
2005;163;85394703;15.74;-1.09;8.58;-13.15;-56.66;97.26;-472.0;33.6;-8.9;2.1
2005;163;85490437;15.76;-1.00;8.39;-13.30;-57.56;96.82;-467.9;50.5;5.9;2.1
2005;163;85587695;15.75;-0.66;8.19;-13.43;-58.55;94.61;-465.7;48.1;2.2;1.9
2005;163;85684953;15.63;-3.00;10.12;-11.47;-47.38;106.53;-464.9;42.5;-0.7;2.9
2005;163;85780726;15.73;-3.44;11.64;-9.99;-39.44;106.44;-460.4;34.9;-3.0;2.1
2005;163;85884031;15.69;-3.95;11.38;-10.03;-39.77;109.12;-472.1;41.4;-1.1;2.5
2005;163;85976726;15.69;-2.05;9.70;-12.10;-50.65;101.92;-467.8;45.1;2.6;2.2
2005;163;86087664;15.65;-1.53;9.33;-12.47;-52.83;99.32;-461.8;29.4;-7.3;2.4
2005;163;86177320;15.66;-1.23;9.03;-12.73;-54.41;97.76;-467.5;43.0;2.6;2.3
2005;163;86270859;15.64;-0.63;8.93;-12.80;-55.02;94.01;-466.8;45.7;1.4;2.3
2005;163;86368109;15.64;-0.50;8.85;-12.86;-55.42;93.22;-475.2;35.0;1.3;2.0
2005;164;53699;15.66;-1.74;9.62;-12.23;-51.38;100.23;NaN;NaN;NaN;NaN
2005;164;254485;15.61;-2.11;9.90;-11.87;-49.52;102.04;-466.0;40.0;1.8;2.2
2005;164;351742;15.60;-1.94;10.02;-11.80;-49.13;100.95;-467.1;46.0;4.4;2.6
2005;164;449140;15.56;-2.05;10.60;-11.20;-46.06;100.93;-470.7;16.4;3.1;2.8
2005;164;547776;15.55;-1.89;9.96;-11.78;-49.28;100.74;-472.7;31.9;-2.5;2.5
2005;164;648072;15.52;-1.75;9.54;-12.11;-51.31;100.41;-471.7;32.5;-2.2;2.8
2005;164;746166;15.50;-2.00;9.56;-12.03;-50.92;101.79;-474.8;31.9;6.2;3.1
2005;164;843423;15.49;-2.15;9.77;-11.81;-49.74;102.42;-475.6;31.4;6.8;3.0
2005;164;940680;15.45;-2.54;10.57;-10.97;-45.26;103.52;-476.4;29.4;11.8;3.2
2005;164;1077096;15.36;-2.74;11.17;-10.18;-41.50;103.80;-793.9;334.2;812.8;34.6
2005;164;1134358;15.35;-2.90;11.09;-10.21;-41.70;104.64;-472.0;23.5;2.5;3.4
2005;164;1232438;15.27;-2.65;10.58;-10.65;-44.30;104.06;-475.1;34.9;14.1;4.3
2005;164;1327493;15.26;-3.15;10.93;-9.97;-41.23;106.06;-471.0;13.6;3.0;4.1
2005;164;1426129;15.30;-3.10;11.30;-9.83;-40.00;105.33;-472.7;27.3;-4.0;2.9
2005;164;1523386;15.27;-2.96;11.01;-10.15;-41.69;105.04;-472.1;28.3;-1.8;3.3
2005;164;1620643;15.25;-2.79;11.05;-10.12;-41.60;104.17;-471.6;29.9;-2.0;3.5
2005;164;1717900;15.23;-3.05;10.88;-10.20;-42.06;105.65;-473.3;27.8;-4.6;3.2
2005;164;1815994;15.25;-3.06;10.88;-10.24;-42.18;105.73;-474.2;30.3;2.5;2.6
2005;164;1913237;15.28;-3.52;10.99;-10.01;-40.93;107.78;-476.0;36.6;12.0;2.1
2005;164;2022651;15.28;-3.80;11.03;-9.87;-40.22;109.02;-476.4;32.5;5.6;1.9
2005;164;2107751;15.27;-4.10;11.12;-9.63;-39.11;110.24;-475.2;38.5;14.9;2.2
2005;164;2205008;15.25;-4.05;11.10;-9.63;-39.17;110.05;-475.9;34.2;12.0;2.1
2005;164;2302281;15.22;-3.87;10.97;-9.82;-40.17;109.45;-469.3;12.3;-2.1;2.9
2005;164;2397321;15.21;-4.49;11.02;-9.47;-38.50;112.17;-470.0;10.3;-0.9;2.9
2005;164;2494578;15.19;-4.66;11.00;-9.37;-38.11;112.93;-471.3;10.2;3.4;2.8
2005;164;2594051;15.12;-2.71;10.18;-10.75;-45.57;104.93;-475.5;26.8;2.6;3.3
2005;164;2691308;15.11;-2.22;9.85;-11.24;-48.06;102.72;-473.9;28.1;-4.1;2.6
2005;164;2787728;15.10;-2.54;9.99;-11.04;-46.96;104.25;-472.6;27.6;-6.6;2.3
2005;164;2884985;15.09;-2.22;9.65;-11.39;-49.02;102.94;-474.2;29.9;-6.1;2.1
2005;164;2995222;15.07;-1.87;9.40;-11.62;-50.49;101.27;-477.2;33.2;1.6;1.9
2005;164;3081018;15.07;-1.48;9.21;-11.83;-51.76;99.15;-481.8;32.3;9.3;2.1
2005;164;3175237;15.04;-1.49;9.64;-11.45;-49.58;98.79;-481.8;31.2;10.3;2.0
2005;164;3277053;15.02;-1.34;9.55;-11.52;-50.06;98.01;-485.7;27.0;-0.2;2.1
2005;164;3371271;14.98;-1.28;9.73;-11.31;-49.03;97.49;-489.9;25.8;5.7;2.1
2005;164;3469351;14.95;-0.98;9.94;-11.12;-48.06;95.62;-492.7;33.9;9.4;2.0
2005;164;3565785;14.93;-0.96;9.94;-11.10;-48.01;95.51;-491.5;24.0;3.9;2.0
2005;164;3660003;14.91;-1.32;9.99;-10.98;-47.46;97.50;-488.7;28.6;-5.7;2.1
2005;164;3757260;14.87;-0.93;10.18;-10.80;-46.55;95.24;-489.5;20.9;3.0;2.1
2005;164;3854517;14.87;-1.22;10.16;-10.76;-46.45;96.83;-489.0;28.6;-0.5;2.2
2005;164;3965450;14.82;-1.10;9.99;-10.88;-47.26;96.28;-487.0;18.2;1.2;2.0
2005;164;4055109;14.82;-1.43;9.72;-11.10;-48.50;98.34;-489.2;27.4;-4.8;2.1
2005;164;4149327;14.80;-1.28;9.76;-11.05;-48.30;97.47;-488.2;27.6;-7.3;2.0
2005;164;4245205;14.78;-1.30;9.60;-11.15;-49.00;97.72;-488.3;14.3;6.2;2.2
2005;164;4344679;14.77;-1.38;9.88;-10.88;-47.46;97.93;-492.4;28.6;4.0;2.3
2005;164;4441099;14.75;-1.52;9.89;-10.83;-47.25;98.75;-489.1;25.9;-3.5;2.2
2005;164;4535316;14.74;-1.01;10.04;-10.74;-46.79;95.74;-478.3;24.2;6.1;2.0
2005;164;4636450;14.70;-0.91;10.02;-10.69;-46.73;95.20;-475.7;27.2;2.2;2.5
2005;164;4732870;14.68;-0.57;10.01;-10.71;-46.86;93.27;-476.0;22.4;1.9;2.1
2005;164;4830127;14.66;-0.84;10.05;-10.63;-46.48;94.77;-475.6;27.2;-6.9;2.3
2005;164;4939682;14.65;-0.86;10.02;-10.64;-46.61;94.88;-480.2;19.1;2.3;1.9
2005;164;5026301;14.63;-0.78;9.88;-10.77;-47.37;94.51;-484.8;13.2;1.4;2.4
2005;164;5123417;14.62;-0.68;10.13;-10.52;-46.01;93.85;-481.0;28.5;11.4;2.2
2005;164;5223032;14.61;-0.45;10.15;-10.49;-45.92;92.56;-486.2;13.7;1.2;2.4
2005;164;5315033;14.59;0.19;9.77;-10.83;-47.92;88.89;-488.3;11.9;1.0;2.2
2005;164;5413669;14.59;0.58;9.92;-10.68;-47.06;86.64;-490.6;21.9;1.9;2.1
2005;164;5510927;14.58;0.24;10.19;-10.43;-45.65;88.65;-488.4;28.5;-8.9;2.2
2005;164;5608219;14.57;0.14;10.34;-10.26;-44.76;89.24;-491.5;28.0;1.8;2.2
2005;164;5706278;14.54;0.33;10.43;-10.12;-44.14;88.19;-490.6;28.7;1.2;2.3
2005;164;5804358;14.50;0.43;10.30;-10.19;-44.67;87.61;-499.7;13.5;1.7;2.2
2005;164;5915151;14.47;0.67;10.45;-9.99;-43.63;86.35;-503.1;19.5;2.7;1.8
2005;164;6003291;14.45;0.27;10.38;-10.04;-44.03;88.51;-502.1;21.0;13.0;2.0
2005;164;6096129;14.45;0.23;10.39;-10.04;-44.01;88.74;-497.0;20.0;18.7;2.1
2005;164;6195603;14.45;0.65;10.49;-9.90;-43.28;86.43;-504.6;14.2;3.5;2.2
2005;164;6288983;14.45;1.09;10.32;-10.03;-44.04;83.95;-507.4;22.1;1.5;2.1
2005;164;6386240;14.43;0.58;9.99;-10.39;-46.07;86.65;-506.9;25.5;8.5;1.9
2005;164;6482119;14.40;-0.22;9.97;-10.37;-46.11;91.24;-497.8;25.3;23.1;1.9
2005;164;6582274;14.35;0.04;10.14;-10.15;-45.02;89.77;-498.2;28.1;12.2;1.8
2005;164;6679532;14.34;-0.19;9.87;-10.38;-46.44;91.09;-497.4;31.0;13.3;1.8
2005;164;6778309;14.31;-0.50;9.91;-10.30;-46.07;92.87;-502.0;25.3;8.4;1.9
2005;164;6885520;14.29;-0.74;10.65;-9.48;-41.61;93.97;-494.6;19.8;4.5;2.1
2005;164;6974482;14.29;-0.76;10.50;-9.63;-42.45;94.15;-502.5;11.9;-3.0;2.1
2005;164;7061784;14.27;-1.14;10.21;-9.90;-43.96;96.40;-492.9;30.4;5.5;2.4
2005;164;7161258;14.26;-2.00;10.27;-9.66;-42.72;101.02;-490.2;28.7;-8.6;1.6
2005;164;7253956;14.26;-2.80;10.03;-9.71;-43.00;105.61;-466.6;32.2;8.7;2.0
2005;164;7356609;14.24;-3.15;9.46;-10.14;-45.48;108.42;-476.0;34.4;4.9;2.2
2005;164;7454549;14.23;-3.76;9.69;-9.73;-43.11;111.20;-464.4;30.8;7.3;1.8
2005;164;7554149;14.23;-3.79;9.39;-9.99;-44.59;111.97;-461.6;43.1;13.0;1.8
2005;164;7649063;14.23;-4.04;9.64;-9.65;-42.71;112.73;-455.5;43.1;1.5;2.0
2005;164;7749359;14.21;-3.92;9.61;-9.70;-43.05;112.20;-462.5;33.0;9.0;1.7
2005;164;7855038;14.17;-3.90;9.41;-9.84;-44.01;112.50;-455.8;43.6;4.5;2.0
2005;164;7946216;14.14;-3.78;9.32;-9.94;-44.66;112.06;-460.2;41.6;11.0;2.3
2005;164;8040434;14.15;-3.65;9.16;-10.15;-45.84;111.71;-460.6;43.6;11.8;2.3
2005;164;8135349;14.19;-3.56;9.29;-10.12;-45.48;110.97;-454.1;46.3;6.2;2.2
2005;164;8232605;14.18;-3.44;9.25;-10.15;-45.82;110.43;-453.4;48.1;5.3;2.4
2005;164;8332218;14.14;-3.85;9.32;-9.92;-44.52;112.43;-454.9;45.6;6.0;2.3
2005;164;8427120;14.13;-3.36;9.26;-10.13;-45.77;109.94;-451.7;45.8;5.4;2.2
2005;164;8530457;14.12;-3.40;9.32;-10.04;-45.33;110.01;-452.3;49.3;7.4;2.2
2005;164;8627889;14.10;-3.86;9.23;-9.93;-44.77;112.71;-448.7;47.8;-1.2;2.5
2005;164;8719714;14.10;-3.81;9.20;-9.98;-45.05;112.50;-444.0;50.9;5.3;2.2
2005;164;8825442;14.16;-3.37;9.75;-9.69;-43.20;109.07;-433.6;55.1;8.7;2.1
2005;164;8921039;14.22;-3.55;9.71;-9.75;-43.33;110.10;-436.7;54.1;0.3;1.6
2005;164;9016058;14.23;-3.12;9.73;-9.90;-44.10;107.81;-436.9;49.6;1.8;1.4
2005;164;9110994;14.20;-3.49;9.65;-9.80;-43.69;109.91;-437.4;40.5;6.6;1.4
2005;164;9206732;14.20;-3.70;9.68;-9.68;-43.05;110.89;-434.2;44.5;-12.3;1.6
2005;164;9305509;14.21;-3.41;9.84;-9.66;-42.85;109.10;-436.7;43.6;3.5;1.5
2005;164;9405770;14.18;-3.76;9.82;-9.50;-42.12;110.95;-447.8;34.4;6.0;1.9
2005;164;9499361;14.18;-3.48;9.85;-9.58;-42.53;109.44;-432.1;49.4;9.1;1.7
2005;164;9597279;14.16;-3.29;9.83;-9.64;-42.92;108.52;-438.2;47.0;5.8;1.9
2005;164;9696057;14.17;-3.30;9.83;-9.65;-42.96;108.54;-439.9;54.0;1.0;1.7
2005;164;9798013;14.17;-3.60;9.83;-9.54;-42.34;110.09;-427.6;54.1;7.9;1.3
2005;164;9889050;14.17;-3.47;9.93;-9.49;-42.06;109.27;-427.3;56.8;-5.7;1.3
2005;164;9985646;14.18;-3.29;10.16;-9.33;-41.14;107.95;-431.8;53.3;13.8;1.4
2005;164;10086745;14.15;-3.76;9.81;-9.46;-41.98;110.96;-450.5;51.9;-4.2;1.6
2005;164;10179302;14.19;-3.46;10.19;-9.25;-40.70;108.76;-448.4;38.5;4.3;1.1
2005;164;10281084;14.17;-3.72;9.62;-9.71;-43.25;111.16;-452.2;48.9;6.6;1.5
2005;164;10379234;14.19;-3.85;9.28;-10.01;-44.89;112.51;-457.1;39.1;9.6;1.7
2005;164;10449697;14.24;-3.84;9.37;-10.01;-44.67;112.29;NaN;NaN;NaN;NaN
2005;164;10566094;14.21;-3.88;9.30;-10.01;-44.81;112.63;-454.4;48.1;7.2;1.8
2005;164;10663336;14.18;-3.41;9.65;-9.81;-43.77;109.47;-460.8;47.0;16.5;1.8
2005;164;10770549;14.17;-3.53;9.74;-9.67;-43.01;109.94;-461.1;43.4;5.9;1.7
2005;164;10865519;14.15;-3.42;9.74;-9.67;-43.11;109.34;-469.3;41.7;12.9;1.6
2005;164;10958162;14.15;-3.56;9.93;-9.43;-41.81;109.75;-456.6;46.4;6.9;1.8
2005;164;11055405;14.17;-3.39;9.66;-9.78;-43.68;109.33;-461.2;45.7;16.2;2.0
2005;164;11152662;14.16;-3.50;9.34;-10.03;-45.17;110.53;-461.3;41.7;13.6;1.5
2005;164;11247576;14.08;-3.92;10.32;-8.74;-38.38;110.80;-454.0;44.3;3.9;1.5
2005;164;11347190;14.09;-3.85;10.14;-8.99;-39.67;110.78;-455.6;42.3;4.1;1.6
2005;164;11444448;14.09;-3.74;10.01;-9.19;-40.68;110.49;-455.9;45.7;10.7;1.7
2005;164;11541690;14.10;-3.65;9.99;-9.26;-41.04;110.08;-460.0;35.8;11.5;1.5
2005;164;11638961;14.11;-3.49;9.39;-9.89;-44.62;110.38;-458.7;50.7;17.9;1.7
2005;164;11746159;14.06;-3.44;10.05;-9.21;-40.94;108.88;-461.8;31.8;10.2;1.7
2005;164;11836499;14.05;-3.55;10.07;-9.13;-40.54;109.41;-460.6;37.6;16.9;1.7
2005;164;11929270;14.02;-3.71;10.15;-8.92;-39.53;110.08;-459.9;42.7;13.5;1.8
2005;164;12025633;13.95;-4.00;10.27;-8.55;-37.81;111.29;-455.4;42.6;5.6;2.0
2005;164;12122890;13.96;-3.87;10.32;-8.57;-37.85;110.57;-455.6;43.0;5.4;2.0
2005;164;12221703;13.94;-3.72;10.42;-8.47;-37.43;109.66;-460.7;27.3;0.4;2.1
2005;164;12319747;13.99;-3.77;10.43;-8.52;-37.53;109.88;-460.4;36.0;11.7;1.8
2005;164;12417342;13.98;-3.71;10.12;-8.90;-39.55;110.13;-462.6;13.7;10.9;1.5
2005;164;12513911;13.98;-3.76;10.06;-8.94;-39.78;110.51;-457.4;61.0;13.0;1.6
2005;164;12611533;14.00;-3.86;10.10;-8.90;-39.46;110.91;-457.6;39.5;10.3;1.6
2005;164;12718731;13.96;-3.60;9.92;-9.15;-40.93;109.94;-462.8;36.0;14.9;1.5
2005;164;12809769;13.97;-3.33;10.09;-9.07;-40.49;108.27;-466.6;43.7;6.8;1.5
2005;164;12905506;14.05;-3.19;9.75;-9.60;-43.10;108.11;-472.0;33.2;11.9;1.4
2005;164;13003585;14.09;-3.23;9.92;-9.47;-42.25;108.07;-473.5;41.5;17.5;1.4
2005;164;13097804;14.08;-2.64;9.14;-10.38;-47.49;106.09;-474.0;44.7;17.7;1.4
2005;164;13195061;14.09;-2.60;9.18;-10.35;-47.34;105.83;-475.0;43.2;17.9;1.5
2005;164;13288456;14.09;-3.45;9.97;-9.34;-41.51;109.10;-460.7;25.2;5.5;1.4
2005;164;13390272;14.06;-3.27;10.07;-9.25;-41.13;107.99;-465.7;29.7;12.1;1.5
2005;164;13489886;14.03;-3.11;9.84;-9.50;-42.61;107.52;-465.3;29.0;13.5;1.2
2005;164;13584089;14.00;-3.03;9.96;-9.36;-41.95;106.92;-463.0;35.3;14.4;1.6
2005;164;13693519;13.97;-2.99;10.16;-9.10;-40.68;106.39;-465.9;26.7;6.5;1.6
2005;164;13782340;13.95;-3.38;10.09;-9.02;-40.30;108.51;-467.7;32.4;-0.3;1.7
2005;164;13875038;13.96;-3.29;10.13;-9.01;-40.23;108.01;-470.4;22.4;5.6;1.6
2005;164;13970776;14.00;-3.44;9.53;-9.65;-43.59;109.85;-466.6;28.9;13.0;1.8
2005;164;14064993;13.98;-3.42;9.69;-9.48;-42.70;109.47;-467.7;29.3;14.4;1.8
2005;164;14162250;13.98;-3.37;9.66;-9.52;-42.93;109.23;-465.7;27.7;13.4;1.3
2005;164;14264890;13.99;-3.47;9.69;-9.47;-42.61;109.70;-462.1;37.9;13.7;1.7
2005;164;14362844;13.98;-3.28;9.68;-9.52;-42.95;108.71;-467.1;38.9;-0.9;1.6
2005;164;14460101;13.99;-2.89;9.36;-9.99;-45.56;107.15;-466.6;36.7;-1.6;1.6
2005;164;14557357;13.98;-2.85;9.52;-9.83;-44.70;106.68;-465.7;29.6;13.2;1.7
2005;164;14665252;13.98;-2.46;9.45;-10.01;-45.70;104.58;-473.7;30.0;-1.3;1.3
2005;164;14748832;13.97;-2.99;9.65;-9.61;-43.59;107.23;-467.3;30.4;15.5;1.7
2005;164;14848447;13.93;-3.09;9.94;-9.24;-41.60;107.26;-465.7;29.0;9.7;2.0
2005;164;14944867;13.89;-2.60;9.51;-9.77;-44.74;105.29;-471.2;23.2;7.8;1.9
2005;164;15042124;13.86;-2.90;10.03;-9.07;-41.00;106.14;-472.5;25.0;5.6;2.6
2005;164;15139380;13.84;-3.11;10.30;-8.70;-38.97;106.77;-471.8;23.0;9.2;2.3
2005;164;15237475;13.82;-2.79;10.08;-9.03;-40.80;105.47;-469.1;30.5;21.3;2.2
2005;164;15333199;13.81;-2.21;9.89;-9.37;-42.76;102.59;-470.9;39.4;8.0;1.9
2005;164;15431990;13.79;-2.58;9.75;-9.39;-42.96;104.80;-473.1;18.8;15.5;2.4
2005;164;15529232;13.80;-3.23;9.79;-9.17;-41.66;108.29;-475.7;35.0;16.1;2.0
2005;164;15638646;13.80;-3.18;9.76;-9.23;-41.97;108.06;-479.0;29.4;18.3;1.9
2005;164;15722923;13.82;-3.00;9.56;-9.48;-43.40;107.43;-475.9;28.5;12.1;2.1
2005;164;15822523;13.83;-3.20;9.13;-9.88;-45.59;109.29;-483.5;41.6;8.1;1.9
2005;164;15918261;13.84;-2.83;8.87;-10.24;-47.72;107.68;-475.4;39.6;18.0;1.9
2005;164;16014695;13.85;-3.04;8.59;-10.41;-48.79;109.46;-474.1;22.8;8.3;2.0
2005;164;16111952;13.89;-2.64;10.02;-9.25;-41.78;104.74;-473.2;20.7;10.7;2.1
2005;164;16207830;13.90;-2.44;9.98;-9.36;-42.33;103.75;-473.2;13.9;8.3;2.2
2005;164;16307289;13.88;-2.25;9.69;-9.65;-44.13;103.05;-476.5;25.0;14.2;2.4
2005;164;16404545;13.86;-2.71;10.41;-8.73;-39.07;104.61;-477.3;31.6;15.4;2.8
2005;164;16501804;13.83;-2.74;10.48;-8.60;-38.45;104.63;-476.3;32.9;16.1;2.7
2005;164;16611218;13.81;-2.79;10.56;-8.45;-37.73;104.79;-477.0;19.6;10.6;2.4
2005;164;16694115;13.79;-2.78;10.42;-8.59;-38.56;104.94;-471.1;13.6;6.6;2.6
2005;164;16792751;13.72;-2.77;10.57;-8.29;-37.18;104.70;-473.7;20.3;6.4;2.6
2005;164;16890009;13.52;-2.98;10.39;-8.13;-36.93;105.98;-472.4;24.9;8.1;3.0
2005;164;16988103;13.51;-3.07;10.59;-7.80;-35.28;106.18;-466.1;29.3;13.0;3.0
2005;164;17087562;13.45;-3.05;11.13;-6.91;-30.90;105.32;-473.3;25.0;8.4;3.2
2005;164;17182617;13.44;-3.07;11.09;-6.94;-31.08;105.46;-473.8;29.1;14.4;3.2
2005;164;17276822;13.44;-3.14;10.81;-7.34;-33.10;106.19;-475.9;33.8;17.2;3.0
2005;164;17374078;13.41;-2.90;10.52;-7.79;-35.52;105.42;-474.2;28.9;16.4;3.1
2005;164;17470513;13.41;-3.13;10.29;-8.01;-36.67;106.89;-473.7;21.3;8.2;3.1
2005;164;17579927;13.31;-3.00;10.07;-8.16;-37.82;106.57;-477.3;18.2;8.5;3.2
2005;164;17668066;13.22;-3.13;9.76;-8.35;-39.18;107.76;-474.5;24.8;17.0;3.9
2005;164;17765322;13.29;-2.76;10.10;-8.18;-37.99;105.28;-470.6;30.4;13.5;2.6
2005;164;17862580;13.29;-2.86;9.89;-8.40;-39.23;106.15;-470.9;25.6;9.0;2.5
2005;164;17959837;13.36;-2.88;10.04;-8.34;-38.60;106.03;-472.0;25.2;11.8;2.2
2005;164;18057095;13.25;-2.86;9.92;-8.30;-38.81;106.11;-470.3;27.9;13.7;2.5
2005;164;18154351;13.06;-2.75;9.71;-8.28;-39.36;105.80;-470.8;26.9;14.7;4.6
2005;164;18254648;13.01;-2.61;9.80;-8.14;-38.73;104.93;-474.2;24.3;13.8;5.1
2005;164;18348865;12.96;-3.16;9.50;-8.23;-39.41;108.42;-470.5;24.7;14.2;5.0
2005;164;18446947;13.00;-3.34;9.52;-8.18;-39.00;109.34;-471.4;29.2;17.8;3.9
2005;164;18555539;13.02;-3.45;9.59;-8.10;-38.47;109.78;-471.5;25.5;20.3;4.4
2005;164;18646714;13.03;-3.03;9.64;-8.22;-39.14;107.43;-470.6;27.7;14.1;3.1
2005;164;18738718;13.03;-2.72;9.81;-8.12;-38.57;105.50;-473.6;32.7;19.5;3.1
2005;164;18835976;12.86;-2.82;9.95;-7.60;-36.33;105.84;-471.2;30.1;20.3;3.0
2005;164;18932408;12.40;-2.65;10.80;-5.48;-26.23;103.81;-473.2;24.9;2.7;7.6
2005;164;19029666;12.21;-2.90;10.74;-4.96;-24.01;105.11;-470.9;24.3;0.4;10.0
2005;164;19126923;12.27;-2.80;11.25;-3.92;-18.69;103.98;-476.8;18.2;-14.3;7.4
2005;164;19221281;12.33;-2.74;11.27;-4.16;-19.73;103.68;-475.6;18.1;-12.2;6.7
2005;164;19321578;12.35;-2.77;11.14;-4.57;-21.70;103.97;-476.2;20.9;-11.1;5.9
2005;164;19422572;12.35;-2.72;11.34;-4.06;-19.21;103.51;-477.0;16.0;-16.7;5.8
2005;164;19528109;12.26;-2.63;11.24;-4.11;-19.59;103.16;-468.8;25.8;-8.1;5.9
2005;164;19613208;12.20;-2.59;10.98;-4.60;-22.19;103.28;-471.7;21.6;-2.6;6.4
2005;164;19710607;12.17;-2.59;10.79;-4.97;-24.14;103.49;-474.4;20.4;-13.0;5.8
2005;164;19809242;11.99;-2.49;10.67;-4.85;-23.87;103.12;-472.4;17.4;-13.8;7.9
2005;164;19905121;11.81;-2.54;10.23;-5.33;-26.82;103.96;-474.5;20.1;-8.6;7.4
2005;164;20002376;11.78;-2.51;10.17;-5.39;-27.21;103.88;-473.6;17.6;-11.4;7.4
2005;164;20099634;11.75;-2.20;10.68;-4.28;-21.42;101.65;-476.0;16.8;-12.0;7.3
2005;164;20196892;11.66;-0.77;11.42;-2.17;-10.72;93.84;-479.3;23.6;-3.3;6.9
2005;164;20294009;11.86;-2.34;11.14;-3.16;-15.53;101.88;-468.5;28.1;-3.1;5.9
2005;164;20391265;11.70;-2.06;11.10;-3.03;-15.01;100.51;-468.5;25.4;-3.5;6.8
2005;164;20500681;11.64;-2.17;10.85;-3.60;-18.01;101.32;-468.3;25.0;-5.8;8.1
